direction,flight_number,call_sign,status,codeshare_status,is_cargo,airline_name,airline_iata,airline_icao,aircraft_reg,aircraft_modeS,aircraft_model,aircraft_image_url,aircraft_image_web_url,aircraft_image_author,aircraft_image_title,aircraft_image_description,aircraft_image_license,aircraft_image_html_attributions,departure_airport_name,departure_airport_iata,departure_airport_icao,departure_airport_local_code,departure_airport_short_name,departure_airport_municipality_name,departure_airport_lat,departure_airport_lon,departure_airport_country_code,departure_airport_time_zone,departure_scheduled_utc,departure_scheduled_local,departure_revised_utc,departure_revised_local,departure_predicted_utc,departure_predicted_local,departure_runway_utc,departure_runway_local,departure_terminal,departure_check_in_desk,departure_gate,departure_baggage_belt,departure_runway,departure_quality,arrival_airport_name,arrival_airport_iata,arrival_airport_icao,arrival_airport_local_code,arrival_airport_short_name,arrival_airport_municipality_name,arrival_airport_lat,arrival_airport_lon,arrival_airport_country_code,arrival_airport_time_zone,arrival_scheduled_utc,arrival_scheduled_local,arrival_revised_utc,arrival_revised_local,arrival_predicted_utc,arrival_predicted_local,arrival_runway_utc,arrival_runway_local,arrival_terminal,arrival_check_in_desk,arrival_gate,arrival_baggage_belt,arrival_runway,arrival_quality
arrival,FR 3490,RYR3RZ,Expected,IsOperator,False,Ryanair,FR,RYR,SP-RZN,48C2AD,Boeing 737-800,,,,,,,,Bergamo,BGY,LIME,,,,,,,Europe/Rome,2025-05-16 06:15Z,2025-05-16 08:15+02:00,2025-05-16 06:19Z,2025-05-16 08:19+02:00,,,2025-05-16 06:19Z,2025-05-16 08:19+02:00,,,,,,"Basic,Live",,,,,,,,,,,2025-05-16 07:55Z,2025-05-16 09:55+02:00,,,,,,,A,,,,,Basic
departure,3V 4678,TAY4678,Departed,IsOperator,False,ASL Airlines Belgium,3V,TAY,OE-IXK,440D4D,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-15 21:05Z,2025-05-15 23:05+02:00,2025-05-15 21:05Z,2025-05-15 23:05+02:00,,,2025-05-15 21:05Z,2025-05-15 23:05+02:00,,,,,27,"Basic,Live",Paris,CDG,LFPG,,,,,,,Europe/Paris,2025-05-15 22:46Z,2025-05-16 00:46+02:00,2025-05-15 22:46Z,2025-05-16 00:46+02:00,,,2025-05-15 22:46Z,2025-05-16 00:46+02:00,,,,,08L,"Basic,Live"
departure,BJ 7451,LBT7451,Departed,IsOperator,False,Nouvelair Tunisie,BJ,LBT,TS-INR,02A1B1,Airbus A320,,,,,,,,,,,,,,,,,,2025-05-15 21:40Z,2025-05-15 23:40+02:00,2025-05-15 21:40Z,2025-05-15 23:40+02:00,,,2025-05-15 21:40Z,2025-05-15 23:40+02:00,,,,,27,"Basic,Live",Monastir,MIR,DTMB,,,,,,,Africa/Tunis,2025-05-16 00:25Z,2025-05-16 01:25+01:00,2025-05-15 23:59Z,2025-05-16 00:59+01:00,,,,,,,,02,,"Basic,Live"
departure,FH 770,FHY770,Departed,IsOperator,False,Freebird Airlines,FH,FHY,TC-FHL,4B990C,Airbus A320 NEO,,,,,,,,,,,,,,,,,,2025-05-15 23:05Z,2025-05-16 01:05+02:00,2025-05-15 23:05Z,2025-05-16 01:05+02:00,,,2025-05-15 23:05Z,2025-05-16 01:05+02:00,,,,,27,"Basic,Live",Antalya,AYT,LTAI,,,,,,,Europe/Istanbul,,,,,,,,,,,,,,
departure,E4 4355,ENT4355,Departed,IsOperator,False,Enter Air,E4,ENT,SP-ENN,4891AD,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-16 00:15Z,2025-05-16 02:15+02:00,2025-05-16 00:15Z,2025-05-16 02:15+02:00,,,2025-05-16 00:15Z,2025-05-16 02:15+02:00,,,,,27,"Basic,Live",Unknown,,,,,,,,,,,,,,,,,,,,,,,
departure,MGH 886,MGH886,Departed,IsOperator,False,MGH,,,TC-MGR,4BB4F2,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-16 00:25Z,2025-05-16 02:25+02:00,2025-05-16 00:25Z,2025-05-16 02:25+02:00,,,2025-05-16 00:25Z,2025-05-16 02:25+02:00,,,,,27,"Basic,Live",Antalya,AYT,LTAI,,,,,,,Europe/Istanbul,,,,,,,,,,,,,,
departure,RR 3059,RYS3059,Departed,IsOperator,False,Buzz (Ryanair Sun),RR,RYS,SP-RNH,48C1A7,Boeing 737,,,,,,,,,,,,,,,,,,2025-05-16 00:27Z,2025-05-16 02:27+02:00,2025-05-16 00:27Z,2025-05-16 02:27+02:00,,,2025-05-16 00:27Z,2025-05-16 02:27+02:00,,,,,27,"Basic,Live",Kerkyra Island,CFU,LGKR,,,,,,,Europe/Athens,,,,,,,,,,,,,,
departure,RR 3053,RYS3053,Departed,IsOperator,False,Buzz (Ryanair Sun),RR,RYS,SP-RSI,48C228,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-16 00:30Z,2025-05-16 02:30+02:00,2025-05-16 00:30Z,2025-05-16 02:30+02:00,,,2025-05-16 00:30Z,2025-05-16 02:30+02:00,,,,,27,"Basic,Live",Kerkyra Island,CFU,LGKR,,,,,,,Europe/Athens,,,,,,,,,,,,,,
departure,RR 7171,RYS7171,Departed,IsOperator,False,Buzz (Ryanair Sun),RR,RYS,SP-RST,48C232,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-16 00:38Z,2025-05-16 02:38+02:00,2025-05-16 00:38Z,2025-05-16 02:38+02:00,,,2025-05-16 00:38Z,2025-05-16 02:38+02:00,,,,,27,"Basic,Live",İzmir,ADB,LTBJ,,,,,,,Europe/Istanbul,2025-05-16 03:15Z,2025-05-16 06:15+03:00,2025-05-16 03:15Z,2025-05-16 06:15+03:00,,,,,,,,03,,"Basic,Live"
departure,QU 9121,UTN9121,Departed,IsOperator,False,Azur Air Ukraine,QU,UTN,UR-SLE,5084D1,Boeing 757-300,,,,,,,,,,,,,,,,,,2025-05-16 01:23Z,2025-05-16 03:23+02:00,2025-05-16 01:23Z,2025-05-16 03:23+02:00,,,2025-05-16 01:23Z,2025-05-16 03:23+02:00,,,,,,"Basic,Live",Hurghada,HRG,HEGN,,,,,,,Africa/Cairo,,,,,,,,,,,,,,
departure,RR 7159,RYS7159,Departed,IsOperator,False,Buzz (Ryanair Sun),RR,RYS,SP-RSZ,48C235,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-16 02:11Z,2025-05-16 04:11+02:00,2025-05-16 02:11Z,2025-05-16 04:11+02:00,,,2025-05-16 02:11Z,2025-05-16 04:11+02:00,,,,,27,"Basic,Live",Antalya,AYT,LTAI,,,,,,,Europe/Istanbul,,,,,,,,,,,,,,
departure,E4 1363,ENT1363,Departed,IsOperator,False,Enter Air,E4,ENT,SP-EXI,4892C8,Boeing 737 MAX 8,,,,,,,,,,,,,,,,,,2025-05-16 02:21Z,2025-05-16 04:21+02:00,2025-05-16 02:21Z,2025-05-16 04:21+02:00,,,2025-05-16 02:21Z,2025-05-16 04:21+02:00,,,,,27,"Basic,Live",Unknown,,,,,,,,,,,,,,,,,,,,,,,
departure,AMQ 512,AMQ512,Departed,IsOperator,False,AMQ,,,LZ-EAG,452138,Airbus A321,,,,,,,,,,,,,,,,,,2025-05-16 02:55Z,2025-05-16 04:55+02:00,2025-05-16 02:55Z,2025-05-16 04:55+02:00,,,2025-05-16 02:55Z,2025-05-16 04:55+02:00,,,,,27,"Basic,Live",Unknown,,,,,,,,,,,,,,,,,,,,,,,
departure,LO 3880,LOT6133,Departed,IsOperator,False,LOT - Polish,LO,LOT,SP-LVP,48AF0F,Boeing 737 MAX 8,,,,,,,,,,,,,,,,,,2025-05-16 03:40Z,2025-05-16 05:40+02:00,2025-05-16 03:00Z,2025-05-16 05:00+02:00,,,2025-05-16 03:00Z,2025-05-16 05:00+02:00,B,,,,27,"Basic,Live",Warsaw,WAW,EPWA,,,,,,,Europe/Warsaw,2025-05-16 04:30Z,2025-05-16 06:30+02:00,2025-05-16 04:20Z,2025-05-16 06:20+02:00,,,,,,,,2,33,"Basic,Live"
departure,FR 5347,RYR994N,Departed,IsOperator,False,Ryanair,FR,RYR,SP-RNE,48C1A4,Boeing 737-800,,,,,,,,,,,,,,,,,,2025-05-16 03:50Z,2025-05-16 05:50+02:00,2025-05-16 03:58Z,2025-05-16 05:58+02:00,,,2025-05-16 03:58Z,2025-05-16 05:58+02:00,A,,,,27,"Basic,Live",Dublin,DUB,EIDW,,,,,,,Europe/Dublin,2025-05-16 06:45Z,2025-05-16 07:45+01:00,2025-05-16 06:45Z,2025-05-16 07:45+01:00,,,2025-05-16 06:21Z,2025-05-16 07:21+01:00,1,,,,,"Basic,Live"
